,CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
231,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-08-20,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,21
232,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-08-21,80,Moderate,Ozone,06-037-6012,20
233,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-08-22,71,Moderate,Ozone,06-037-6012,20
234,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-08-23,97,Moderate,Ozone,06-037-9033,21
235,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-08-24,108,Unhealthy for Sensitive Groups,Ozone,06-037-0016,20
236,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-08-25,133,Unhealthy for Sensitive Groups,Ozone,06-037-1701,20
237,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-08-26,58,Moderate,PM2.5,06-037-1103,21
238,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-08-27,74,Moderate,Ozone,06-037-9033,20
239,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-08-28,67,Moderate,Ozone,06-037-0016,20
240,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-08-29,77,Moderate,Ozone,06-037-1701,21
241,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-08-30,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,20
242,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-08-31,56,Moderate,PM2.5,06-037-1103,20
243,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-01,47,Good,PM2.5,06-037-1002,21
244,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-02,54,Moderate,PM2.5,06-037-1103,20
245,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-03,57,Moderate,PM2.5,06-037-1103,20
246,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-04,58,Moderate,Ozone,06-037-1201,21
247,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-05,93,Moderate,Ozone,06-037-1701,20
248,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-06,74,Moderate,Ozone,06-059-2022,20
249,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-07,143,Unhealthy for Sensitive Groups,Ozone,06-059-1003,21
250,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-08,119,Unhealthy for Sensitive Groups,Ozone,06-037-1701,20
251,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-09,84,Moderate,Ozone,06-037-9033,20
252,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-10,69,Moderate,PM2.5,06-037-1103,21
253,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-11,60,Moderate,PM2.5,06-037-1103,20
254,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-12,84,Moderate,Ozone,06-037-9033,20
255,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-13,119,Unhealthy for Sensitive Groups,Ozone,06-037-6012,21
256,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-14,166,Unhealthy,Ozone,06-037-6012,20
257,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-15,159,Unhealthy,Ozone,06-037-1201,20
258,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-16,97,Moderate,Ozone,06-037-9033,21
259,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-17,87,Moderate,Ozone,06-037-9033,20
260,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-18,93,Moderate,Ozone,06-037-6012,20
261,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-19,105,Unhealthy for Sensitive Groups,Ozone,06-037-6012,21
262,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-20,154,Unhealthy,Ozone,06-037-9033,20
263,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-21,84,Moderate,Ozone,06-037-1701,20
264,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-22,51,Moderate,Ozone,06-037-1701,21
265,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-23,80,Moderate,Ozone,06-037-0016,20
266,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-24,87,Moderate,Ozone,06-037-1201,20
267,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-25,58,Moderate,Ozone,06-037-9033,21
268,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-26,50,Good,PM2.5,06-059-0007,20
269,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-27,52,Moderate,PM2.5,06-037-4004,20
270,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-28,67,Moderate,Ozone,06-037-1002,21
271,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-29,105,Unhealthy for Sensitive Groups,Ozone,06-037-1201,20
272,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-09-30,69,Moderate,PM2.5,06-037-4004,20
273,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-01,93,Moderate,Ozone,06-037-9033,21
274,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-02,74,Moderate,Ozone,06-037-9033,20
275,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-03,69,Moderate,PM10,06-037-9033,20
276,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-04,74,Moderate,PM2.5,06-037-1103,21
277,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-05,67,Moderate,Ozone,06-037-1002,20
278,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-06,90,Moderate,Ozone,06-037-1002,20
279,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-07,80,Moderate,Ozone,06-037-9033,21
280,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-08,68,Moderate,PM2.5,06-037-1103,20
281,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-09,48,Good,PM2.5,06-037-1002,20
282,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-10,59,Moderate,PM2.5,06-037-1002,20
283,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-11,67,Moderate,PM2.5,06-037-4004,20
284,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-12,80,Moderate,Ozone,06-037-9033,20
285,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-13,65,Moderate,PM2.5,06-037-1002,20
286,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-14,66,Moderate,PM2.5,06-037-4004,20
287,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-15,56,Moderate,NO2,06-037-4006,20
288,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-16,57,Moderate,NO2,06-037-4006,20
289,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-17,87,Moderate,Ozone,06-037-9033,20
290,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-18,77,Moderate,Ozone,06-037-1201,20
291,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-19,90,Moderate,Ozone,06-059-2022,21
292,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-20,105,Unhealthy for Sensitive Groups,Ozone,06-037-6012,20
293,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-21,118,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,20
294,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-22,88,Moderate,PM2.5,06-059-0007,21
295,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-23,93,Moderate,PM2.5,06-037-1103,20
296,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-24,95,Moderate,PM2.5,06-037-1103,20
297,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-25,106,Unhealthy for Sensitive Groups,PM2.5,06-059-0007,21
298,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-26,131,Unhealthy for Sensitive Groups,PM2.5,06-059-0007,20
299,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-27,103,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,20
300,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-28,40,Good,PM10,06-037-9033,21
301,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-29,43,Good,PM2.5,06-037-4004,20
302,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-30,54,Moderate,PM2.5,06-037-4004,20
303,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-10-31,61,Moderate,PM2.5,06-037-4004,21
304,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-01,66,Moderate,PM2.5,06-037-4004,20
305,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-02,64,Moderate,PM2.5,06-037-4004,20
306,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-03,84,Moderate,Ozone,06-037-1002,21
307,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-04,56,Moderate,PM2.5,06-037-1103,20
308,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-05,63,Moderate,PM2.5,06-037-1103,20
309,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-06,56,Moderate,PM2.5,06-037-4004,21
310,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-07,60,Moderate,NO2,06-037-5005,20
311,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-08,62,Moderate,PM2.5,06-037-1002,20
312,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-09,88,Moderate,PM2.5,06-037-1103,21
313,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-10,85,Moderate,PM2.5,06-037-4004,20
314,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-11,82,Moderate,PM2.5,06-059-0007,20
315,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-12,115,Unhealthy for Sensitive Groups,PM2.5,06-059-0007,21
316,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-13,77,Moderate,PM2.5,06-037-4004,20
317,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-14,80,Moderate,NO2,06-037-4006,20
318,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-15,78,Moderate,PM2.5,06-037-1103,21
319,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-16,62,Moderate,PM2.5,06-037-1002,20
320,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-17,63,Moderate,PM2.5,06-037-1103,20
321,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-18,66,Moderate,PM2.5,06-037-1103,21
322,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-19,58,Moderate,PM2.5,06-037-0016,20
323,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-20,60,Moderate,PM2.5,06-037-1103,20
324,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-21,37,Good,Ozone,06-037-1002,20
325,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-22,42,Good,PM2.5,06-037-1103,19
326,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-23,47,Good,PM2.5,06-037-4004,20
327,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-24,63,Moderate,PM2.5,06-037-4004,21
328,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-25,72,Moderate,PM2.5,06-037-4004,20
329,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-26,82,Moderate,PM2.5,06-037-4004,20
330,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-27,74,Moderate,PM2.5,06-037-4004,21
331,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-28,67,Moderate,PM2.5,06-037-1201,20
332,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-29,79,Moderate,PM2.5,06-037-1002,19
333,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-11-30,73,Moderate,PM2.5,06-037-4004,20
334,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-01,62,Moderate,PM2.5,06-037-4004,19
335,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-02,102,Unhealthy for Sensitive Groups,NO2,06-037-1602,19
336,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-03,65,Moderate,PM2.5,06-037-4004,20
337,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-04,50,Good,NO2,06-037-5005,19
338,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-05,58,Moderate,PM2.5,06-037-1002,20
339,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-06,64,Moderate,PM2.5,06-037-1002,21
340,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-07,61,Moderate,PM2.5,06-037-4004,20
341,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-08,68,Moderate,PM2.5,06-037-4002,20
342,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-09,71,Moderate,PM2.5,06-037-4004,21
343,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-10,56,Moderate,PM2.5,06-037-4004,20
344,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-11,66,Moderate,PM2.5,06-059-0007,20
345,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-12,72,Moderate,PM2.5,06-059-0007,21
346,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-13,103,Unhealthy for Sensitive Groups,PM2.5,06-037-4004,20
347,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-14,101,Unhealthy for Sensitive Groups,PM2.5,06-037-4004,20
348,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-15,74,Moderate,PM2.5,06-037-4004,21
349,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-16,60,Moderate,PM2.5,06-059-0007,20
350,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-17,75,Moderate,PM2.5,06-037-4004,20
351,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-18,71,Moderate,PM2.5,06-037-1103,21
352,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-19,52,Moderate,PM2.5,06-037-4004,20
353,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-20,64,Moderate,PM2.5,06-037-4004,20
354,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-21,94,Moderate,PM2.5,06-037-1201,20
355,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-22,117,Unhealthy for Sensitive Groups,PM2.5,06-037-4004,20
356,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-23,92,Moderate,PM2.5,06-037-4004,20
357,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-24,85,Moderate,PM2.5,06-037-1302,21
358,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-25,100,Moderate,PM2.5,06-037-4004,20
359,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-26,71,Moderate,NO2,06-037-4006,20
360,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-27,65,Moderate,NO2,06-037-4006,21
361,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-28,64,Moderate,PM2.5,06-037-4004,20
362,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-29,70,Moderate,PM2.5,06-037-4004,20
363,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-30,69,Moderate,PM2.5,06-037-4004,21
364,"Los Angeles-Long Beach-Anaheim, CA",31080,2013-12-31,96,Moderate,PM2.5,06-037-4004,20
365,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-01,161,Unhealthy,PM2.5,06-037-1002,21
366,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-02,119,Unhealthy for Sensitive Groups,PM2.5,06-059-0007,22
367,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-03,93,Moderate,PM2.5,06-059-0007,21
368,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-04,118,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,21
369,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-05,97,Moderate,PM2.5,06-037-4004,22
370,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-06,61,Moderate,NO2,06-037-4006,21
371,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-07,64,Moderate,PM2.5,06-037-1002,21
372,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-08,92,Moderate,PM2.5,06-037-1103,22
373,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-09,122,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,21
374,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-10,142,Unhealthy for Sensitive Groups,PM2.5,06-037-4004,21
375,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-11,124,Unhealthy for Sensitive Groups,PM2.5,06-059-0007,22
376,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-12,115,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,21
377,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-13,85,Moderate,PM2.5,06-037-4004,21
378,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-14,107,Unhealthy for Sensitive Groups,NO2,06-037-4006,22
379,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-15,85,Moderate,NO2,06-037-4006,21
380,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-16,98,Moderate,NO2,06-037-4006,21
381,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-17,94,Moderate,PM2.5,06-037-0002,22
382,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-18,80,Moderate,PM2.5,06-037-4004,20
383,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-19,95,Moderate,PM2.5,06-037-4004,20
384,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-20,107,Unhealthy for Sensitive Groups,PM2.5,06-037-4004,21
385,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-21,108,Unhealthy for Sensitive Groups,PM2.5,06-059-0007,20
386,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-22,77,Moderate,PM2.5,06-037-1103,20
387,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-23,96,Moderate,PM2.5,06-059-0007,21
388,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-24,89,Moderate,PM2.5,06-037-4004,21
389,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-25,74,Moderate,PM2.5,06-059-0007,21
390,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-26,76,Moderate,PM2.5,06-037-4004,22
391,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-27,75,Moderate,PM2.5,06-037-1103,21
392,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-28,96,Moderate,PM2.5,06-037-1103,20
393,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-29,125,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,22
394,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-30,95,Moderate,PM2.5,06-037-1002,21
395,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-01-31,50,Good,PM2.5,06-037-1002,21
396,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-01,45,Good,PM2.5,06-037-4004,21
397,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-02,51,Moderate,PM2.5,06-037-4004,21
398,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-03,41,Good,NO2,06-059-0008,20
399,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-04,48,Good,PM2.5,06-037-1002,21
400,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-05,55,Moderate,PM2.5,06-037-1103,20
401,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-06,63,Moderate,PM2.5,06-037-1103,20
402,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-07,62,Moderate,PM2.5,06-037-1103,21
403,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-08,51,Moderate,PM2.5,06-037-1201,21
404,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-09,58,Moderate,PM2.5,06-037-1201,21
405,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-10,59,Moderate,PM2.5,06-037-1103,22
406,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-11,67,Moderate,PM2.5,06-059-0007,21
407,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-12,84,Moderate,PM2.5,06-037-4004,21
408,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-13,72,Moderate,PM2.5,06-037-4004,22
409,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-14,92,Moderate,PM2.5,06-037-1002,21
410,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-15,116,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,21
411,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-16,95,Moderate,PM2.5,06-037-1103,22
412,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-17,78,Moderate,PM2.5,06-037-1103,21
413,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-18,94,Moderate,PM2.5,06-037-1103,21
414,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-19,87,Moderate,PM2.5,06-037-1103,22
415,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-20,89,Moderate,PM2.5,06-037-4004,21
416,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-21,69,Moderate,PM2.5,06-037-4004,21
417,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-22,84,Moderate,PM2.5,06-037-1103,22
418,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-23,100,Moderate,Ozone,06-059-2022,21
419,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-24,96,Moderate,PM2.5,06-037-1103,21
420,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-25,91,Moderate,PM2.5,06-037-1201,22
421,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-26,56,Moderate,PM2.5,06-037-1002,21
422,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-27,41,Good,PM2.5,06-037-1201,21
423,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-02-28,41,Good,Ozone,06-037-9033,22
424,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-01,44,Good,PM2.5,06-037-1201,21
425,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-02,61,Moderate,PM2.5,06-037-1201,21
426,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-03,59,Moderate,PM2.5,06-037-1103,21
427,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-04,72,Moderate,PM2.5,06-037-1103,20
428,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-05,80,Moderate,PM2.5,06-037-1103,20
429,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-06,79,Moderate,PM2.5,06-037-1002,21
430,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-07,65,Moderate,PM2.5,06-037-1002,21
431,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-08,61,Moderate,NO2,06-037-5005,20
432,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-09,61,Moderate,Ozone,06-037-0016,21
433,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-10,58,Moderate,Ozone,06-037-6012,20
434,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-11,58,Moderate,PM2.5,06-037-1002,20
435,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-12,59,Moderate,PM2.5,06-037-1103,21
436,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-13,68,Moderate,PM2.5,06-037-1002,20
437,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-14,74,Moderate,PM2.5,06-037-1103,21
438,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-15,87,Moderate,Ozone,06-037-0016,21
439,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-16,87,Moderate,Ozone,06-037-2005,20
440,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-17,67,Moderate,Ozone,06-037-6012,20
441,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-18,66,Moderate,PM2.5,06-037-1103,21
442,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-19,71,Moderate,PM2.5,06-037-1103,19
443,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-20,72,Moderate,PM2.5,06-037-4004,20
444,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-21,71,Moderate,PM2.5,06-037-1002,22
445,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-22,74,Moderate,Ozone,06-037-9033,20
446,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-23,67,Moderate,PM2.5,06-037-1103,20
447,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-24,86,Moderate,PM2.5,06-037-1103,21
448,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-25,80,Moderate,PM2.5,06-037-1103,20
449,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-26,43,Good,Ozone,06-059-1003,20
450,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-27,51,Moderate,PM2.5,06-037-1103,21
451,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-28,63,Moderate,PM2.5,06-037-1002,21
452,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-29,64,Moderate,Ozone,06-037-1701,21
453,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-30,48,Good,Ozone,06-059-2022,22
454,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-03-31,53,Moderate,PM10,06-037-9033,21
455,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-01,47,Good,Ozone,06-059-1003,21
456,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-02,46,Good,Ozone,06-059-1003,22
457,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-03,48,Good,PM2.5,06-037-1002,21
458,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-04,48,Good,PM2.5,06-037-1103,21
459,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-05,52,Moderate,PM2.5,06-037-1103,22
460,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-06,64,Moderate,Ozone,06-037-1701,21
461,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-07,67,Moderate,Ozone,06-037-6012,21
462,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-08,101,Unhealthy for Sensitive Groups,Ozone,06-037-1701,22
463,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-09,80,Moderate,Ozone,06-037-1701,21
464,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-10,81,Moderate,PM2.5,06-037-1103,21
465,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-11,77,Moderate,PM2.5,06-037-1103,22
466,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-12,70,Moderate,PM2.5,06-037-1103,20
467,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-13,66,Moderate,PM2.5,06-037-1103,20
468,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-14,74,Moderate,Ozone,06-037-0016,21
469,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-15,84,Moderate,Ozone,06-037-6012,20
470,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-04-16,89,Moderate,PM2.5,06-037-1002,20
