,CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
1386,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-10-18,62,Moderate,NO2,06-037-4008,22
1387,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-10-19,81,Moderate,NO2,06-037-4008,21
1388,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-10-20,71,Moderate,NO2,06-037-4008,21
1389,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-10-21,77,Moderate,Ozone,06-059-2022,22
1390,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-10-22,77,Moderate,Ozone,06-037-9033,21
1391,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-10-23,63,Moderate,PM2.5,06-037-1201,21
1392,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-10-24,67,Moderate,PM2.5,06-037-1201,21
1393,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-10-25,60,Moderate,PM2.5,06-037-1201,21
1394,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-10-26,61,Moderate,PM2.5,06-037-1201,21
1395,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-10-27,66,Moderate,NO2,06-037-4008,22
1396,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-10-28,48,Good,PM2.5,06-037-1201,21
1397,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-10-29,51,Moderate,PM2.5,06-037-1201,21
1398,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-10-30,55,Moderate,PM2.5,06-037-4008,22
1399,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-10-31,52,Moderate,PM2.5,06-037-1201,21
1400,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-01,59,Moderate,PM2.5,06-037-1201,21
1401,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-02,66,Moderate,NO2,06-037-4008,21
1402,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-03,80,Moderate,NO2,06-037-4008,21
1403,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-04,67,Moderate,PM2.5,06-037-4008,21
1404,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-05,77,Moderate,PM2.5,06-037-1103,22
1405,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-06,81,Moderate,PM2.5,06-037-1103,21
1406,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-07,82,Moderate,PM2.5,06-037-1103,21
1407,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-08,95,Moderate,NO2,06-037-4008,22
1408,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-09,65,Moderate,NO2,06-037-4008,21
1409,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-10,72,Moderate,NO2,06-037-4008,21
1410,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-11,68,Moderate,NO2,06-037-4008,22
1411,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-12,66,Moderate,PM2.5,06-037-4008,21
1412,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-13,74,Moderate,Ozone,06-059-1003,21
1413,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-14,73,Moderate,NO2,06-037-4008,22
1414,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-15,86,Moderate,PM2.5,06-037-4008,21
1415,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-16,75,Moderate,PM2.5,06-037-1103,21
1416,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-17,74,Moderate,NO2,06-037-4008,21
1417,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-18,54,Moderate,NO2,06-037-4008,20
1418,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-19,69,Moderate,PM2.5,06-037-1201,21
1419,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-20,62,Moderate,PM2.5,06-037-4008,21
1420,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-21,51,Moderate,PM2.5,06-037-4008,21
1421,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-22,54,Moderate,PM2.5,06-037-4008,21
1422,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-23,71,Moderate,PM2.5,06-037-4008,21
1423,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-24,64,Moderate,PM2.5,06-037-4004,21
1424,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-25,80,Moderate,PM2.5,06-037-1201,21
1425,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-26,87,Moderate,PM2.5,06-037-4008,21
1426,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-27,49,Good,PM2.5,06-037-1103,21
1427,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-28,59,Moderate,PM2.5,06-037-4008,21
1428,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-29,56,Moderate,PM2.5,06-037-4008,21
1429,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-11-30,58,Moderate,PM2.5,06-037-4008,21
1430,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-01,69,Moderate,PM2.5,06-037-4008,21
1431,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-02,65,Moderate,PM2.5,06-037-4008,22
1432,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-03,67,Moderate,PM2.5,06-037-4008,21
1433,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-04,89,Moderate,PM2.5,06-037-4008,21
1434,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-05,81,Moderate,PM2.5,06-037-1302,22
1435,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-06,66,Moderate,PM2.5,06-037-6012,21
1436,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-07,74,Moderate,PM2.5,06-037-1201,21
1437,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-08,71,Moderate,PM2.5,06-037-4008,22
1438,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-09,78,Moderate,PM2.5,06-037-0016,21
1439,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-10,116,Unhealthy for Sensitive Groups,PM2.5,06-037-1201,21
1440,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-11,97,Moderate,PM2.5,06-037-6012,22
1441,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-12,83,Moderate,PM2.5,06-037-1201,21
1442,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-13,95,Moderate,PM2.5,06-037-0016,21
1443,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-14,135,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,22
1444,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-15,106,Unhealthy for Sensitive Groups,PM2.5,06-037-1201,21
1445,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-16,42,Good,Ozone,06-059-1003,21
1446,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-17,55,Moderate,PM2.5,06-037-1201,22
1447,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-18,60,Moderate,PM2.5,06-037-4008,21
1448,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-19,70,Moderate,NO2,06-037-4008,21
1449,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-20,77,Moderate,NO2,06-037-4008,22
1450,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-21,63,Moderate,NO2,06-037-4008,21
1451,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-22,48,Good,PM2.5,06-037-1201,21
1452,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-23,62,Moderate,PM2.5,06-037-1201,22
1453,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-24,45,Good,PM2.5,06-037-1201,21
1454,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-25,75,Moderate,PM2.5,06-037-1201,20
1455,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-26,64,Moderate,PM2.5,06-037-1302,22
1456,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-27,50,Good,NO2,06-037-4008,21
1457,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-28,59,Moderate,PM2.5,06-037-4004,21
1458,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-29,61,Moderate,PM2.5,06-059-0007,22
1459,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-30,50,Good,PM2.5,06-037-1201,21
1460,"Los Angeles-Long Beach-Anaheim, CA",31080,2016-12-31,62,Moderate,PM2.5,06-037-1201,21
1461,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-01,145,Unhealthy for Sensitive Groups,PM2.5,06-037-1302,22
1462,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-02,59,Moderate,PM2.5,06-037-1201,21
1463,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-03,66,Moderate,PM2.5,06-037-4008,21
1464,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-04,72,Moderate,PM2.5,06-037-1201,21
1465,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-05,43,Good,PM2.5,06-037-1201,21
1466,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-06,49,Good,PM2.5,06-037-1201,21
1467,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-07,70,Moderate,PM2.5,06-037-1201,22
1468,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-08,82,Moderate,PM2.5,06-037-4008,20
1469,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-09,55,Moderate,PM2.5,06-037-1201,20
1470,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-10,56,Moderate,PM2.5,06-037-1201,21
1471,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-11,53,Moderate,PM2.5,06-037-1103,21
1472,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-12,48,Good,PM2.5,06-037-1201,21
1473,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-13,60,Moderate,PM2.5,06-037-4008,22
1474,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-14,72,Moderate,PM2.5,06-037-4008,21
1475,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-15,67,Moderate,PM2.5,06-037-1201,21
1476,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-16,72,Moderate,PM2.5,06-037-1201,22
1477,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-17,67,Moderate,PM2.5,06-037-4008,21
1478,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-18,69,Moderate,PM2.5,06-037-4008,21
1479,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-19,53,Moderate,PM2.5,06-037-1201,22
1480,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-20,45,Good,Ozone,06-059-1003,20
1481,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-21,44,Good,PM2.5,06-037-1201,21
1482,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-22,51,Moderate,PM2.5,06-037-1201,22
1483,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-23,55,Moderate,NO2,06-037-4008,21
1484,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-24,62,Moderate,PM2.5,06-037-4004,21
1485,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-25,64,Moderate,PM2.5,06-037-4008,21
1486,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-26,69,Moderate,PM2.5,06-037-4008,21
1487,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-27,65,Moderate,PM2.5,06-037-4008,21
1488,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-28,75,Moderate,PM2.5,06-037-4008,22
1489,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-29,66,Moderate,PM2.5,06-037-4008,21
1490,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-30,77,Moderate,NO2,06-037-4008,21
1491,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-01-31,75,Moderate,PM2.5,06-037-4008,22
1492,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-01,71,Moderate,PM2.5,06-037-4008,21
1493,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-02,74,Moderate,PM2.5,06-037-1201,21
1494,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-03,64,Moderate,PM2.5,06-037-1201,22
1495,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-04,53,Moderate,PM2.5,06-037-1201,21
1496,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-05,66,Moderate,PM2.5,06-037-1201,21
1497,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-06,45,Good,PM2.5,06-037-1201,22
1498,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-07,41,Good,PM2.5,06-037-1201,21
1499,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-08,49,Good,PM2.5,06-037-1201,21
1500,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-09,54,Moderate,PM2.5,06-059-0007,22
1501,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-10,57,Moderate,PM2.5,06-037-1103,21
1502,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-11,49,Good,PM2.5,06-037-4008,21
1503,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-12,55,Moderate,PM2.5,06-037-4008,21
1504,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-13,58,Moderate,PM2.5,06-037-4008,21
1505,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-14,59,Moderate,PM2.5,06-037-1201,21
1506,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-15,70,Moderate,PM2.5,06-037-4008,21
1507,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-16,61,Moderate,PM2.5,06-037-1103,21
1508,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-17,49,Good,Ozone,06-037-0002,21
1509,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-18,50,Good,Ozone,06-059-1003,21
1510,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-19,46,Good,PM2.5,06-037-1201,21
1511,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-20,51,Moderate,PM2.5,06-037-1201,21
1512,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-21,56,Moderate,PM2.5,06-037-4004,21
1513,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-22,48,Good,NO2,06-037-4008,21
1514,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-23,50,Good,NO2,06-037-4008,21
1515,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-24,63,Moderate,NO2,06-037-4008,21
1516,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-25,60,Moderate,PM2.5,06-037-1201,21
1517,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-26,48,Good,Ozone,06-059-1003,21
1518,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-27,48,Good,NO2,06-037-4008,21
1519,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-02-28,57,Moderate,NO2,06-037-4008,21
1520,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-01,60,Moderate,NO2,06-037-4008,21
1521,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-02,66,Moderate,NO2,06-037-4008,21
1522,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-03,56,Moderate,NO2,06-037-4008,21
1523,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-04,61,Moderate,PM2.5,06-037-1201,21
1524,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-05,46,Good,Ozone,06-059-1003,21
1525,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-06,48,Good,NO2,06-037-4008,21
1526,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-07,52,Moderate,NO2,06-059-0008,21
1527,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-08,62,Moderate,NO2,06-037-4008,21
1528,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-09,77,Moderate,Ozone,06-037-1201,21
1529,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-10,101,Unhealthy for Sensitive Groups,Ozone,06-037-1201,21
1530,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-11,112,Unhealthy for Sensitive Groups,Ozone,06-059-2022,21
1531,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-12,115,Unhealthy for Sensitive Groups,Ozone,06-059-1003,21
1532,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-13,133,Unhealthy for Sensitive Groups,Ozone,06-059-1003,21
1533,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-14,102,Unhealthy for Sensitive Groups,PM2.5,06-037-4004,21
1534,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-15,84,Moderate,Ozone,06-059-2022,21
1535,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-16,72,Moderate,PM2.5,06-037-1103,21
1536,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-17,89,Moderate,PM2.5,06-037-1103,21
1537,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-18,101,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,21
1538,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-19,79,Moderate,PM2.5,06-037-1103,21
1539,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-20,62,Moderate,PM2.5,06-037-1201,21
1540,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-21,54,Moderate,PM2.5,06-037-1201,21
1541,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-22,54,Moderate,PM2.5,06-037-1201,21
1542,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-23,47,Good,Ozone,06-037-1201,21
1543,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-24,56,Moderate,PM2.5,06-037-1201,21
1544,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-25,45,Good,PM2.5,06-037-1201,21
1545,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-26,56,Moderate,PM2.5,06-037-1201,21
1546,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-27,48,Good,PM2.5,06-037-1201,21
1547,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-28,58,Moderate,Ozone,06-059-2022,21
1548,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-29,64,Moderate,Ozone,06-037-0016,21
1549,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-30,56,Moderate,PM2.5,06-037-4004,21
1550,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-03-31,55,Moderate,PM2.5,06-037-0016,21
1551,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-01,61,Moderate,Ozone,06-059-2022,21
1552,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-02,61,Moderate,Ozone,06-037-0016,21
1553,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-03,75,Moderate,PM2.5,06-037-1201,21
1554,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-04,77,Moderate,PM2.5,06-037-1201,21
1555,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-05,100,Moderate,Ozone,06-037-6012,21
1556,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-06,69,Moderate,PM2.5,06-037-1103,21
1557,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-07,77,Moderate,Ozone,06-037-0016,21
1558,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-08,50,Good,Ozone,06-037-1201,21
1559,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-09,67,Moderate,Ozone,06-059-2022,21
1560,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-10,97,Moderate,Ozone,06-037-1201,21
1561,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-11,87,Moderate,Ozone,06-037-9033,21
1562,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-12,55,Moderate,PM2.5,06-037-1201,21
1563,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-13,44,Good,Ozone,06-059-1003,21
1564,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-14,58,Moderate,Ozone,06-059-2022,21
1565,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-15,112,Unhealthy for Sensitive Groups,Ozone,06-037-1201,21
1566,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-16,108,Unhealthy for Sensitive Groups,Ozone,06-037-0002,21
1567,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-17,41,Good,NO2,06-059-2022,21
1568,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-18,34,Good,NO2,06-037-4008,21
1569,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-19,49,Good,Ozone,06-037-9033,21
1570,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-20,71,Moderate,Ozone,06-059-2022,21
1571,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-21,140,Unhealthy for Sensitive Groups,Ozone,06-059-2022,21
1572,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-22,161,Unhealthy,Ozone,06-037-0002,21
1573,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-23,84,Moderate,Ozone,06-037-0002,21
1574,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-24,57,Moderate,PM2.5,06-037-0016,21
1575,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-25,71,Moderate,Ozone,06-037-1201,21
1576,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-26,67,Moderate,Ozone,06-059-2022,21
1577,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-27,74,Moderate,Ozone,06-037-1201,21
1578,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-28,84,Moderate,Ozone,06-037-0002,21
1579,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-29,100,Moderate,Ozone,06-037-0002,21
1580,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-04-30,112,Unhealthy for Sensitive Groups,Ozone,06-037-0002,21
1581,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-01,140,Unhealthy for Sensitive Groups,Ozone,06-037-1201,21
1582,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-02,147,Unhealthy for Sensitive Groups,Ozone,06-037-6012,21
1583,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-03,156,Unhealthy,Ozone,06-037-6012,21
1584,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-04,126,Unhealthy for Sensitive Groups,Ozone,06-037-0016,21
1585,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-05,80,Moderate,PM2.5,06-037-1201,21
1586,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-06,52,Moderate,PM2.5,06-037-1201,21
1587,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-07,56,Moderate,PM2.5,06-037-0002,21
1588,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-08,57,Moderate,PM2.5,06-037-1103,21
1589,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-09,64,Moderate,PM2.5,06-037-1201,21
1590,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-10,56,Moderate,PM2.5,06-037-1201,21
1591,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-11,61,Moderate,Ozone,06-037-6012,21
1592,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-12,70,Moderate,PM2.5,06-037-1103,21
1593,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-13,67,Moderate,Ozone,06-037-0016,21
1594,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-14,67,Moderate,Ozone,06-037-1201,21
1595,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-15,52,Moderate,PM2.5,06-037-1201,21
1596,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-16,54,Moderate,PM2.5,06-037-1201,21
1597,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-17,59,Moderate,PM2.5,06-037-1201,21
1598,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-18,61,Moderate,NO2,06-037-1602,21
1599,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-19,84,Moderate,Ozone,06-037-0002,20
1600,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-20,129,Unhealthy for Sensitive Groups,Ozone,06-059-2022,21
1601,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-21,143,Unhealthy for Sensitive Groups,Ozone,06-037-0002,21
1602,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-22,154,Unhealthy,Ozone,06-037-6012,21
1603,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-23,112,Unhealthy for Sensitive Groups,Ozone,06-037-1201,21
1604,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-24,119,Unhealthy for Sensitive Groups,Ozone,06-037-9033,21
1605,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-25,54,Moderate,PM2.5,06-037-1201,21
1606,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-26,45,Good,Ozone,06-037-9033,21
1607,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-27,64,Moderate,Ozone,06-037-9033,21
1608,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-28,108,Unhealthy for Sensitive Groups,Ozone,06-037-1201,22
1609,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-29,97,Moderate,Ozone,06-037-9033,21
1610,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-30,93,Moderate,Ozone,06-037-9033,21
1611,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-05-31,80,Moderate,PM2.5,06-037-1201,22
1612,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-06-01,93,Moderate,Ozone,06-037-6012,21
1613,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-06-02,136,Unhealthy for Sensitive Groups,Ozone,06-037-0002,21
1614,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-06-03,169,Unhealthy,Ozone,06-037-6012,22
1615,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-06-04,150,Unhealthy for Sensitive Groups,Ozone,06-037-0016,21
1616,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-06-05,101,Unhealthy for Sensitive Groups,Ozone,06-037-6012,21
1617,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-06-06,80,Moderate,PM2.5,06-037-1103,22
1618,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-06-07,101,Unhealthy for Sensitive Groups,Ozone,06-037-9033,20
1619,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-06-08,77,Moderate,Ozone,06-037-9033,21
1620,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-06-09,50,Good,Ozone,06-037-0016,22
1621,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-06-10,47,Good,PM2.5,06-037-1201,21
1622,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-06-11,48,Good,PM2.5,06-037-1201,21
1623,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-06-12,44,Good,Ozone,06-037-1201,22
1624,"Los Angeles-Long Beach-Anaheim, CA",31080,2017-06-13,93,Moderate,Ozone,06-037-6012,21
